"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CDKN2D","CDKN2D",-0.241782119016203,7.22820250633573,-3.70609412843049,0.000234390816443932,0.0223430099417895,0.379741581085494
"INA","INA",-0.883805635121096,3.29904327437383,-3.70493890850495,0.000235432292037759,0.0223430099417895,0.375854343773416
"ARHGDIB","ARHGDIB",0.291821032988744,12.159764701517,3.70349262589103,0.000236742312222404,0.0223521164632138,0.370989309349764
"GIMAP8","GIMAP8",0.325367683758331,8.11983353782145,3.69909098935219,0.000240771583834601,0.0225664209590171,0.356194006775994
"MS4A6A","MS4A6A",0.390910431748151,9.60439342632987,3.69704945952735,0.000242662233807166,0.0225664209590171,0.349337402048736
"CCR4","CCR4",0.519039405607492,5.05121158048961,3.69702042119973,0.000242689226543121,0.0225664209590171,0.349239900746683
"CTSO","CTSO",0.272691288112935,9.914307067918,3.69409261737505,0.000245425332938292,0.0227061598227482,0.339412987714558
"XRCC2","XRCC2",-0.401973398901281,5.8659716284857,-3.69036782398125,0.000248948206319555,0.0227616081766916,0.326921654081787
"SERPINA1","SERPINA1",0.624351018479974,13.4287009959287,3.68954546177928,0.000249732373533133,0.0227616081766916,0.324165410079414
"MAGIX","MAGIX",-0.359047367619412,7.17682538270257,-3.68826138604828,0.000250961458347016,0.0227616081766916,0.319862836406619
"CHTF18","CHTF18",-0.353446662044978,8.13596508601693,-3.68825260806988,0.000250969879955917,0.0227616081766916,0.319833428747605
"ARFGAP1","ARFGAP1",-0.21315404283769,10.8405937614406,-3.68692448589577,0.000252247150511198,0.0227653053336356,0.315384762944794
"HLA-DRA","HLA-DRA",0.427330428233609,14.5595372425463,3.68347204239167,0.000255596073279934,0.0229550210007652,0.303827555421763
"CABLES2","CABLES2",-0.25011760903839,8.33219687333694,-3.6807655797834,0.000258250578291072,0.0230808320238686,0.294774688576225
"SELPLG","SELPLG",0.339056536401197,9.42961303394459,3.67840794050949,0.000260584066761308,0.0231144361927315,0.286893715878176
"TMEM119","TMEM119",0.397894053905049,8.97647972656629,3.67634845716417,0.00026263866583457,0.0231144361927315,0.280013296374945
"INMT","INMT",0.576030477532292,8.30584520216014,3.67602852585633,0.000262959202211148,0.0231144361927315,0.278944780735447
"AKAP13","AKAP13",0.265946364423522,11.8120552297716,3.67534182012719,0.00026364844932234,0.0231144361927315,0.276651597567402
"PAXIP1","PAXIP1",-0.178175599375549,8.61775353594961,-3.67247013927583,0.000266549206425414,0.02324431146296,0.26706629152854
"ADCK5","ADCK5",-0.323547928302686,7.73381175871295,-3.67138327617893,0.000267654881872116,0.02324431146296,0.263440323482016
"SPN","SPN",0.404388928522653,8.37234006785959,3.66753139834605,0.000271608253684948,0.023342384944264,0.250597925733754
"PLA1A","PLA1A",0.515732759608746,6.58916293435324,3.66738473524148,0.000271759860783284,0.023342384944264,0.250109193173738
"CCRL2","CCRL2",0.3632977308948,6.98210953594876,3.66658521417611,0.000272587733584094,0.023342384944264,0.247445234581375
"ZNF212","ZNF212",-0.155648648541902,8.62179288501246,-3.66258354681946,0.000276767054546065,0.0235905474131834,0.234120140049591
"ATP6V0E2","ATP6V0E2",-0.28422540181504,9.55208423273804,-3.65270810365387,0.000287340102667313,0.0243559191548264,0.201294781938617
"PCDH15","PCDH15",0.559590792428384,1.92143123903622,3.65174410588705,0.000288392285902566,0.0243559191548264,0.198094993082456
"SLAMF1","SLAMF1",0.420249203248503,5.70335231590257,3.6406694238497,0.00030074264298712,0.0252143852845012,0.161392081140031
"DNMT3B","DNMT3B",-0.41130876415205,6.40726882198838,-3.64018309045829,0.000301296223050908,0.0252143852845012,0.159782721856972
"NAPSB","NAPSB",0.445545518412785,8.08049371478809,3.63683481996394,0.00030513352719419,0.0252950970281424,0.148708238254857
"GPSM3","GPSM3",0.292960445986567,9.57052109572102,3.63639064744697,0.000305646008577103,0.0252950970281424,0.147239849957677
"GNGT2","GNGT2",0.324308566468834,5.15463894256431,3.63575362040755,0.000306382414712713,0.0252950970281424,0.145134200147815
"PHF15","PHF15",0.236946145111898,10.187401646264,3.62925379391791,0.00031399209124207,0.025807626749365,0.12366937091688
"HBQ1","HBQ1",-0.440808648881599,0.820530800983659,-3.62659661185629,0.00031715380570554,0.025951638741532,0.114904817466244
"VPS72","VPS72",-0.180770148311302,10.2482340428516,-3.62393027583873,0.000320356442096152,0.0260977099797887,0.106116163867968
"SAC3D1","SAC3D1",-0.229892762840718,7.69593712524392,-3.6225724464826,0.000321999026685694,0.0261159651114992,0.101642895476193
"CARD6","CARD6",0.284171862820405,8.45312538752882,3.6188647405276,0.000326524653854457,0.0263668657987474,0.0894361971623567
"PHTF2","PHTF2",-0.212622781002462,9.40899159662709,-3.61377898659012,0.000332829512307343,0.0267586207471201,0.0727118254316172
"STRN4","STRN4",-0.163983407653348,10.7629900276102,-3.60958633291468,0.000338112927385977,0.0270652048091444,0.0589411011829482
"LTA","LTA",0.40953519891928,4.13244666771846,3.6018642440674,0.000348050573721726,0.0276281423122354,0.033617518737473
"ANKRD13D","ANKRD13D",-0.210396132343735,9.42319062581792,-3.60085483114805,0.00034936966734658,0.0276281423122354,0.0303110685407457
"BTN3A3","BTN3A3",0.270789125701212,9.27967197538402,3.60064280347457,0.000349647339022912,0.0276281423122354,0.0296166583854642
"C1orf159","C1orf159",-0.2454041978175,7.59942166284399,-3.59114668468853,0.000362297901397923,0.0282302386743643,-0.00144437406988907
"RAD9A","RAD9A",-0.220592424925442,8.22368048204576,-3.5906421217052,0.000362981938803329,0.0282302386743643,-0.0030925890286877
"FANCG","FANCG",-0.219468900626016,8.23799007976067,-3.58965894447687,0.000364318315958292,0.0282302386743643,-0.00630362530205808
"RBM10","RBM10",-0.202674579686948,10.1884607587036,-3.58882872233793,0.0003654503819108,0.0282302386743643,-0.00901446601152767
"PKMYT1","PKMYT1",-0.425299898903776,7.55866887120015,-3.58786027594233,0.000366775094800175,0.0282302386743643,-0.0121758873311313
"GALC","GALC",0.223157099387931,9.63611280319374,3.58714543167689,0.000367755799231539,0.0282302386743643,-0.0145089258263118
"NUF2","NUF2",-0.4652303835972,7.42462443982044,-3.58696734276446,0.000368000504146837,0.0282302386743643,-0.0150900865316101
"MAP3K10","MAP3K10",-0.256672592648973,7.87646201868351,-3.58542000077645,0.000370133081671883,0.02827601728905,-0.0201384067614159
"GIMAP6","GIMAP6",0.310786157608232,8.61663733490996,3.58276353730101,0.000373821321365517,0.0283951928084125,-0.0288005162664975
"PNRC1","PNRC1",0.167223616061407,10.8965789248472,3.58171051936032,0.000375292848871772,0.0283951928084125,-0.0322324825285785
"NPTX2","NPTX2",-0.667292048200531,5.40658058060843,-3.58097780516825,0.000376319974213929,0.0283951928084125,-0.0346199609928233
"EME1","EME1",-0.386400235312305,6.00264961049293,-3.57882522466149,0.000379352747283778,0.0284243773390667,-0.0416312647152246
"HIST1H4E","HIST1H4E",-0.403328360444109,1.5146910365249,-3.57824039896145,0.000380180658659153,0.0284243773390667,-0.0435354480523857
"CPNE1","CPNE1",-0.252601396335897,11.1210399327729,-3.57659004701529,0.000382526131764415,0.0284243773390667,-0.0489073809636604
"C20orf194","C20orf194",0.239132219488192,8.60023090584892,3.57634028235802,0.000382882275818182,0.0284243773390667,-0.0497201663614906
"EZH2","EZH2",-0.317677372505685,8.29478710735094,-3.57449065922952,0.000385529378289001,0.0285059493320434,-0.0557375482363325
"RABGAP1L","RABGAP1L",0.185512859216238,8.30366502611593,3.57040287621001,0.000391440615383158,0.0288272526792773,-0.0690258940179431
"LAMA2","LAMA2",0.387004688506408,8.7482070953005,3.5692195044603,0.000393167649793239,0.028839082073081,-0.0728700506502848
"SLC41A1","SLC41A1",0.249330037451995,9.9497825659465,3.56811044205726,0.000394792716360459,0.028842587755855,-0.0764717206311536
"NAT9","NAT9",-0.183356659542865,9.4884326919565,-3.56705257386076,0.000396348634090018,0.028842587755855,-0.0799061511091113
"HLA-DMA","HLA-DMA",0.364335091146032,11.3983146101648,3.56523485768779,0.00039903556856967,0.0289237946965992,-0.0858052219060301
"EIF1AD","EIF1AD",-0.117886355265683,9.21996873880406,-3.56356346212211,0.000401521268381781,0.0289898355771646,-0.091226924779443
"TSEN54","TSEN54",-0.17192019263491,9.32417824994656,-3.56209992124888,0.000403709754571231,0.029033985513324,-0.0959724094074499
"HIST1H2BG","HIST1H2BG",-0.617352856765025,3.28568341966215,-3.56097490181903,0.000405399630070047,0.0290420723315939,-0.0996189950858186
"CMTM6","CMTM6",0.159196579761238,11.4420606970019,3.5596313143075,0.000407426497749699,0.0290741443801151,-0.10397260891484
"FGD2","FGD2",0.362643552614075,7.76826920710506,3.55800653014076,0.000409890247596355,0.0291370245115695,-0.109235304605911
"CCDC150","CCDC150",-0.448770777377209,4.56813125128214,-3.55621182629607,0.00041262787721049,0.0291818713995973,-0.11504572915447
"CD74","CD74",0.392735609516636,15.9349771917384,3.55403605772249,0.000415969751621094,0.0291818713995973,-0.122086144946388
"MSN","MSN",0.250801105942599,13.6008560425023,3.5530257849252,0.000417530085925631,0.0291818713995973,-0.125353828833166
"CTSH","CTSH",0.44484242981595,12.7398686232778,3.55285812243859,0.000417789565168203,0.0291818713995973,-0.12589604085601
"FAM114A2","FAM114A2",0.156613831322416,8.5122202469737,3.55072450062911,0.000421104838668107,0.0291818713995973,-0.132793950931214
"HGFAC","HGFAC",-0.521117700505338,1.93966857397835,-3.55006025421305,0.000422141980428299,0.0291818713995973,-0.13494063116391
"PRKRIP1","PRKRIP1",-0.17959838244277,9.23789841761834,-3.54986596316674,0.000422445794747533,0.0291818713995973,-0.135568459936922
"MAOB","MAOB",0.449559285783256,8.07249298262877,3.54899444920027,0.00042381110887985,0.0291818713995973,-0.138384255109667
"AFF3","AFF3",0.579855853327934,6.03298740759211,3.54694622317034,0.000427036148236398,0.0291818713995973,-0.144999340556177
"CD44","CD44",0.318767890274433,12.5217143326702,3.54591208133591,0.000428673177107497,0.0291818713995973,-0.148337899512666
"DDX24","DDX24",0.135725980153297,11.4297515579982,3.54522934665351,0.000429757153299515,0.0291818713995973,-0.15054149244729
"PDZD8","PDZD8",0.262346767204108,8.87102222734379,3.54506623700023,0.000430016501718372,0.0291818713995973,-0.151067885346769
"SPIB","SPIB",0.570822639982822,5.36646807542794,3.54436920821256,0.000431126447270136,0.0291818713995973,-0.153317101475815
"TIGD5","TIGD5",-0.246543488317791,7.52044598432878,-3.54044173545501,0.000437430851239664,0.029416221301669,-0.165982688957921
"ANKRD44","ANKRD44",0.383644827906109,6.61210503973693,3.54022318965085,0.000437784185359692,0.029416221301669,-0.166687080150663
"BCL2L12","BCL2L12",-0.214610758799657,8.35686264087526,-3.53824026638972,0.000441002313045254,0.0294186723896854,-0.173076324101388
"SRM","SRM",-0.199663250107709,10.2967203942181,-3.53760539005142,0.00044203733925567,0.0294186723896854,-0.175121264163949
"LACTB","LACTB",0.178751084873925,8.62515449301243,3.53720896063302,0.000442684783221845,0.0294186723896854,-0.176397989187206
"CCNG1","CCNG1",0.239094754420585,10.3457328216008,3.53584486417092,0.000444919399895222,0.0294186723896854,-0.180790109421773
"TMEM173","TMEM173",0.304692563745283,10.4804903106809,3.53530293861722,0.000445810091614916,0.0294186723896854,-0.182534556989054
"RAC3","RAC3",-0.414925320391387,7.63587553962708,-3.53280086835707,0.000449944103434092,0.0295685281527807,-0.190585387662911
"ADH1A","ADH1A",0.531417470666266,2.44134906640463,3.53198908483146,0.000451293053659844,0.0295685281527807,-0.193196277410006
"TAF6","TAF6",-0.170263336375955,10.3964227082356,-3.52747225058542,0.000458868123198449,0.0298746518863874,-0.207713116682164
"USP4","USP4",0.130294834040412,10.2456140613171,3.52726968879324,0.000459210606911501,0.0298746518863874,-0.208363726089983
"RAC2","RAC2",0.30986654401517,10.3016403898606,3.52245293633858,0.000467425414329346,0.0303020045887943,-0.223824253735379
"C1orf162","C1orf162",0.336646744625946,8.08504584881531,3.51705002198563,0.000476803454637295,0.0308015031695692,-0.24114238999675
"HLA-DPB1","HLA-DPB1",0.408697251818839,12.4323380439846,3.51492667339606,0.000480536987768053,0.0308784343429835,-0.247941532785333
"FAIM3","FAIM3",0.379376757747057,7.80574252665199,3.51414084152302,0.000481925655124993,0.0308784343429835,-0.250456846776653
"C9orf25","C9orf25",-0.175797754980486,8.91060136852716,-3.51226211625064,0.000485260839191775,0.0308784343429835,-0.256468166082726
"FKBP5","FKBP5",0.372857252602864,10.7054958157018,3.51150696906121,0.000486607478657596,0.0308784343429835,-0.258883536910662
"CLIC5","CLIC5",0.575953994608446,8.46631766403677,3.51027257043394,0.000488816288146336,0.0308784343429835,-0.262830754157606
"TUBB8","TUBB8",-0.316140803607724,3.51277782143718,-3.50974911353625,0.000489755780828127,0.0308784343429835,-0.264504206964049
"MTX1","MTX1",-0.192419760525819,9.89008527816579,-3.50964538261683,0.000489942155946595,0.0308784343429835,-0.264835798924689
"TIGD3","TIGD3",-0.322734335820248,4.3008563312764,-3.5079613768114,0.000492977134087461,0.0308784343429835,-0.27021768499333
"ALKBH4","ALKBH4",-0.156748278517917,8.09274254934254,-3.50558090746803,0.000497297312126756,0.0308784343429835,-0.277821210715818
"WDR11","WDR11",0.138953124435682,10.0791798092014,3.50528419556105,0.000497838272587073,0.0308784343429835,-0.278768603848034
"SCYL1","SCYL1",-0.146075977611362,11.060643785447,-3.50241957394519,0.000503089386075751,0.0308784343429835,-0.287911353767076
"RBM28","RBM28",-0.188446000409129,8.78330445746563,-3.50229587900897,0.000503317292628993,0.0308784343429835,-0.288305979949413
"FMO3","FMO3",0.40865150020271,7.30604806795873,3.500248119114,0.000507104325235041,0.0308784343429835,-0.294837065218069
"P2RX7","P2RX7",0.437836251832694,6.03489614360076,3.49989708328325,0.000507756183872218,0.0308784343429835,-0.295956288408739
"KLRG1","KLRG1",0.322426063100763,4.56346686824795,3.49903574942466,0.00050935896572275,0.0308784343429835,-0.298702066617603
"SBK1","SBK1",-0.483383388814424,8.84393250892762,-3.49894923858372,0.000509520207448965,0.0308784343429835,-0.298977812287781
"HSD17B2","HSD17B2",0.831529396352257,4.34272209910473,3.4988863063324,0.000509637532617221,0.0308784343429835,-0.299178399223221
"LPXN","LPXN",0.270450068988958,8.7729562729896,3.49875586716414,0.00050988079198961,0.0308784343429835,-0.299594143249289
"ARHGAP15","ARHGAP15",0.35094920784178,6.43070596405142,3.4980271790722,0.000511241739794711,0.0308784343429835,-0.301916394000425
"CXorf21","CXorf21",0.344970464839869,5.86706658232677,3.4976247835065,0.000511994736255996,0.0308784343429835,-0.303198588929201
"MACROD2","MACROD2",0.650887259411038,7.22072305384739,3.49520293730514,0.000516548645165555,0.0308784343429835,-0.310912615876073
"CDCA8","CDCA8",-0.363024747086825,8.31890326609012,-3.49515767122496,0.00051663412046461,0.0308784343429835,-0.31105674845943
"CD300LG","CD300LG",0.58999795551602,2.19984438766847,3.49505022828665,0.000516837056391886,0.0308784343429835,-0.311398852467762
"MAGED4","MAGED4",-0.519595564357409,6.42528505960724,-3.49383796533503,0.000519131922747442,0.0308784343429835,-0.315258070930075
"TGOLN2","TGOLN2",0.168301334111973,12.6442827052207,3.49294179267131,0.000520834536820987,0.0308784343429835,-0.318110205184583
"ZNF746","ZNF746",-0.132462453685295,9.02858516918807,-3.49253934115139,0.000521600840837971,0.0308784343429835,-0.319390810471117
"SNX20","SNX20",0.363441848652201,6.32332669399954,3.48278685912759,0.000540495829373127,0.0318944510082969,-0.350380532310191
"APOBEC3C","APOBEC3C",0.30760688308428,8.32414481564742,3.48054716198149,0.00054492453689141,0.032007374053822,-0.357485841981865
"FOXO1","FOXO1",0.269938599859216,9.01594306742174,3.47829034080961,0.000549421386256226,0.032007374053822,-0.364641090725781
"CTSS","CTSS",0.284879131702035,12.2166617260495,3.47813749072383,0.000549727199368494,0.032007374053822,-0.365125542535454
"SLC25A10","SLC25A10",-0.271429938407536,9.6275075319353,-3.47714889309701,0.0005517089692735,0.032007374053822,-0.368258372663655
"PSMC3IP","PSMC3IP",-0.319458107717496,6.41948454688194,-3.47667249924723,0.000552666343005638,0.032007374053822,-0.369767745862744
"METTL7A","METTL7A",0.337973663900205,10.1680537634326,3.47658596117242,0.000552840418723339,0.032007374053822,-0.370041906032615
"B3GAT3","B3GAT3",-0.203458422142347,9.72482125330955,-3.47500321404972,0.000556033245242167,0.032091310589823,-0.375055044853633
"HSPA2","HSPA2",-0.373186879115795,7.6772238593798,-3.47407052551922,0.000557922787419506,0.0320997388724392,-0.378008196200057
"CDCA5","CDCA5",-0.394537398752404,8.46754993496286,-3.47297804981004,0.000560143671969748,0.0321271188306387,-0.381466321702115
"RETSAT","RETSAT",0.193268875530072,10.4926501895221,3.46843992537364,0.000569457890439704,0.0324272714676967,-0.395820264700378
"NCAPG2","NCAPG2",-0.294028837417959,9.00960197393858,-3.46760313226207,0.000571191075256507,0.0324272714676967,-0.398465069788053
"C11orf83","C11orf83",-0.256949500450135,8.60404291447247,-3.4673869541264,0.000571639628471445,0.0324272714676967,-0.399148233467016
"CPB2","CPB2",0.889065346884581,4.13004377682496,3.467010226057,0.000572422096952986,0.0324272714676967,-0.400338668619725
"RILPL2","RILPL2",0.209673035285695,8.70996880448705,3.46569931397647,0.000575152680155327,0.0324820122525758,-0.40448010512248
"ARF5","ARF5",-0.181763346537727,11.4113267133559,-3.46472111548487,0.000577198153345071,0.0324978446520982,-0.407569463648989
"LIN7B","LIN7B",-0.291443849207789,5.16340354269934,-3.4607350851979,0.000585603638363173,0.0328705749570255,-0.420149634907545
"KISS1R","KISS1R",-0.662650307492852,3.68849876149363,-3.45852333073412,0.000590316814238224,0.0330248861432435,-0.427124146345641
"MARK2","MARK2",-0.147383151567774,10.688558512638,-3.45776530453938,0.000591940276316896,0.0330248861432435,-0.42951352021942
"RFNG","RFNG",-0.181732745731848,9.71276402493753,-3.45650791995768,0.000594642408290703,0.0330754120212693,-0.433475824945649
"ARHGEF6","ARHGEF6",0.296114674686031,8.75005632679906,3.4530194262786,0.000602199636787519,0.0332665141644792,-0.444461698262452
"LIPG","LIPG",0.422215085873131,7.01625142078556,3.45127965786682,0.000606001968471704,0.0332665141644792,-0.449936595517176
"PKNOX2","PKNOX2",0.443478259962154,5.45905112344575,3.45126320022649,0.000606038044055976,0.0332665141644792,-0.449988373746896
"KIF18B","KIF18B",-0.461126281131345,7.42540383204627,-3.4502198336918,0.00060832922782139,0.0332665141644792,-0.453270484371357
"E2F4","E2F4",-0.130204282293235,10.3863757009913,-3.44956520195491,0.000609770893628716,0.0332665141644792,-0.455329273658632
"ZNF282","ZNF282",-0.153478491257882,9.53340587420159,-3.44955406035864,0.000609795457839526,0.0332665141644792,-0.455364310300074
"LY75","LY75",0.367018303323942,9.15641568057874,3.44780575850184,0.000613661456108734,0.0332665141644792,-0.460860811006219
